2.24197302,,
2.671907283,,
3.204186633,,
2.112445608,,
2.269680612,,3.248005774
2.128850669,,
1.888393052,,
1.717906632,,
3.135382757,,
1.948094554,,
3.846388683,,
1.305521,,
1.006902009,,
2.095209807,,
2.426843904,,
1.792155579,,
2.336791903,,
1.967560686,,
2.616888843,,
2.280701138,,
2.481136471,,
2.225926705,,
2.216543816,,
2.128713019,,
2.386271767,,
2.53117606,,
10.8001858,,
8.447823673,,
17.25762933,,
8.331376314,,
1.943046786,,
1.688688062,,
1.404082216,,
2.251475304,,
1.579447091,,
1.671105996,,
1.850302331,,
3.777641058,,
18.38939488,,
6.160158664,,
7.219170779,,
4.61593233,,
2.02535037,,
2.20181495,,
1.868124492,,
1.524550002,,
4.997055978,,
1.513813343,,
2.488282882,,
1.701949723,,
1.921999641,,
1.58964172,,
1.56541504,,
1.484775823,,
1.339082886,,
3.519913182,,
2.108946443,,
1.992502995,,
1.796341874,,
4.409691691,,
2.386578545,,
2.031894214,,
1.779909432,,
2.356670611,,
2.144538052,,
1.861064322,,
2.400825545,,
2.245064825,,
1.686814614,,
1.450627204,,
1.583099551,,
2.090521716,,
1.689003035,,
3.185227886,,
2.94066444,,
3.033699095,,
2.220551111,,
1.539483387,,
1.540084928,,
1.527620293,,
1.493710931,,
2.890396491,,
1.759719104,,
2.729810216,,
2.108265273,,
1.192191709,,
1.471875887,,
1.376539655,,
2.665074542,,
2.376606874,,
3.280464187,,
4.002700746,,
7.175037265,,
4.673595726,,
8.192937076,,
5.652893707,,
3.08206398,,
4.569190368,,
4.778124392,,
5.210933462,,
5.554912239,,
3.462117538,,
4.897266999,,
3.047144972,,
2.679721639,,
2.835717984,,
2.482737787,,
8.274231851,,
5.353545398,,
5.964244157,,
3.988113627,,
2.053906955,,
4.487231001,,
5.146626383,,
2.139487118,,
2.293730341,,
3.024520166,,
3.733941913,,
3.496212885,,
1.77986715,,
2.501929738,,
2.339267544,,
5.249233916,,
11.82703301,,
1.476812176,,
2.265235223,,
2.156216465,,
2.457392588,,
